2023-04-08 19:26:43,8192,C:\Users\drakeredwind01\AppData\Local\Microsoft\Windows\WebCache
2023-04-08 19:26:43,0,C:\Users\drakeredwind01\AppData\Local\Microsoft\Windows\INetCache
2023-04-08 19:26:43,1075569,C:\Users\drakeredwind01\AppData\Local\Opera Software\Opera GX Stable\Cache\Cache_Data
2023-04-08 19:32:03,0,C:\Users\drakeredwind01\AppData\Local\Microsoft\Windows\WebCache
2023-04-08 19:32:03,0,C:\Users\drakeredwind01\AppData\Local\Microsoft\Windows\INetCache
2023-04-08 19:32:03,21227226,C:\Users\drakeredwind01\AppData\Local\Opera Software\Opera GX Stable\Cache\Cache_Data
2023-04-08 19:37:23,0,C:\Users\drakeredwind01\AppData\Local\Microsoft\Windows\WebCache
2023-04-08 19:37:23,0,C:\Users\drakeredwind01\AppData\Local\Microsoft\Windows\INetCache
2023-04-08 19:37:23,3450547,C:\Users\drakeredwind01\AppData\Local\Opera Software\Opera GX Stable\Cache\Cache_Data
2023-04-08 19:42:43,0,C:\Users\drakeredwind01\AppData\Local\Microsoft\Windows\WebCache
2023-04-08 19:42:43,0,C:\Users\drakeredwind01\AppData\Local\Microsoft\Windows\INetCache
2023-04-08 19:42:43,1857424,C:\Users\drakeredwind01\AppData\Local\Opera Software\Opera GX Stable\Cache\Cache_Data
2023-04-08 19:48:03,532480,C:\Users\drakeredwind01\AppData\Local\Microsoft\Windows\WebCache
2023-04-08 19:48:03,0,C:\Users\drakeredwind01\AppData\Local\Microsoft\Windows\INetCache
2023-04-08 19:48:03,34046,C:\Users\drakeredwind01\AppData\Local\Opera Software\Opera GX Stable\Cache\Cache_Data
2023-04-08 19:53:23,0,C:\Users\drakeredwind01\AppData\Local\Microsoft\Windows\WebCache
2023-04-08 19:53:23,0,C:\Users\drakeredwind01\AppData\Local\Microsoft\Windows\INetCache
2023-04-08 19:53:23,406912,C:\Users\drakeredwind01\AppData\Local\Opera Software\Opera GX Stable\Cache\Cache_Data
2023-04-08 19:58:43,0,C:\Users\drakeredwind01\AppData\Local\Microsoft\Windows\WebCache
2023-04-08 19:58:43,0,C:\Users\drakeredwind01\AppData\Local\Microsoft\Windows\INetCache
2023-04-08 19:58:43,525608,C:\Users\drakeredwind01\AppData\Local\Opera Software\Opera GX Stable\Cache\Cache_Data
2023-04-08 20:04:03,8192,C:\Users\drakeredwind01\AppData\Local\Microsoft\Windows\WebCache
2023-04-08 20:04:03,0,C:\Users\drakeredwind01\AppData\Local\Microsoft\Windows\INetCache
2023-04-08 20:04:03,44895,C:\Users\drakeredwind01\AppData\Local\Opera Software\Opera GX Stable\Cache\Cache_Data
2023-04-08 20:09:24,0,C:\Users\drakeredwind01\AppData\Local\Microsoft\Windows\WebCache
2023-04-08 20:09:24,0,C:\Users\drakeredwind01\AppData\Local\Microsoft\Windows\INetCache
2023-04-08 20:09:24,423919,C:\Users\drakeredwind01\AppData\Local\Opera Software\Opera GX Stable\Cache\Cache_Data
2023-04-08 20:14:44,0,C:\Users\drakeredwind01\AppData\Local\Microsoft\Windows\WebCache
2023-04-08 20:14:44,0,C:\Users\drakeredwind01\AppData\Local\Microsoft\Windows\INetCache
2023-04-08 20:20:04,0,C:\Windows\SoftwareDistribution\Download
2023-04-08 20:20:04,0,C:\Users\drakeredwind01\AppData\Local\Microsoft\Windows\WebCache
2023-04-08 20:20:04,0,C:\Users\drakeredwind01\AppData\Local\Microsoft\Windows\INetCache
2023-04-08 20:25:24,0,C:\Users\drakeredwind01\AppData\Local\Microsoft\Windows\WebCache
2023-04-08 20:25:24,0,C:\Users\drakeredwind01\AppData\Local\Microsoft\Windows\INetCache
2023-04-08 20:25:24,32827,C:\Users\drakeredwind01\AppData\Local\Opera Software\Opera GX Stable\Cache\Cache_Data
2023-04-08 20:30:44,0,C:\Users\drakeredwind01\AppData\Local\Microsoft\Windows\WebCache
2023-04-08 20:30:44,0,C:\Users\drakeredwind01\AppData\Local\Microsoft\Windows\INetCache
2023-04-08 20:30:44,26006,C:\Users\drakeredwind01\AppData\Local\Opera Software\Opera GX Stable\Cache\Cache_Data
2023-04-08 20:36:04,0,C:\Users\drakeredwind01\AppData\Local\Microsoft\Windows\WebCache
2023-04-08 20:36:04,0,C:\Users\drakeredwind01\AppData\Local\Microsoft\Windows\INetCache
2023-04-08 20:36:04,440127,C:\Users\drakeredwind01\AppData\Local\Opera Software\Opera GX Stable\Cache\Cache_Data
2023-04-08 20:41:24,0,C:\Users\drakeredwind01\AppData\Local\Microsoft\Windows\WebCache
2023-04-08 20:41:24,0,C:\Users\drakeredwind01\AppData\Local\Microsoft\Windows\INetCache
2023-04-08 20:46:44,0,C:\Users\drakeredwind01\AppData\Local\Microsoft\Windows\WebCache
2023-04-08 20:46:44,0,C:\Users\drakeredwind01\AppData\Local\Microsoft\Windows\INetCache
2023-04-08 20:52:04,0,C:\Users\drakeredwind01\AppData\Local\Microsoft\Windows\WebCache
2023-04-08 20:52:04,0,C:\Users\drakeredwind01\AppData\Local\Microsoft\Windows\INetCache
2023-04-08 20:52:04,65390,C:\Users\drakeredwind01\AppData\Local\Opera Software\Opera GX Stable\Cache\Cache_Data
2023-04-08 20:57:24,0,C:\Users\drakeredwind01\AppData\Local\Microsoft\Windows\WebCache
2023-04-08 20:57:24,0,C:\Users\drakeredwind01\AppData\Local\Microsoft\Windows\INetCache
2023-04-08 21:02:44,8192,C:\Users\drakeredwind01\AppData\Local\Microsoft\Windows\WebCache
2023-04-08 21:02:44,0,C:\Users\drakeredwind01\AppData\Local\Microsoft\Windows\INetCache
2023-04-08 21:02:44,44895,C:\Users\drakeredwind01\AppData\Local\Opera Software\Opera GX Stable\Cache\Cache_Data
2023-04-08 21:08:04,0,C:\Users\drakeredwind01\AppData\Local\Microsoft\Windows\WebCache
2023-04-08 21:08:04,0,C:\Users\drakeredwind01\AppData\Local\Microsoft\Windows\INetCache
