issue18895.dir,0
issue18911.dir,0
issue19028.dir,0
issue19261.dir,0
issue19467.dir,0
issue19507.dir,0
issue19548.dir,0
issue19699.dir,0
issue19764.dir,0
issue20682.dir,0
issue21120.dir,0
issue22877.dir,0
issue22941.dir,0
issue22962.dir,0
issue23179.dir,0
issue23311.dir,0
issue24693.dir,0
issue24761.dir,0
issue24801.dir,0
issue25055.dir,0
issue25984.dir,0
issue26341.dir,0
issue27836.dir,0
issue29610.dir,0
issue29612.dir,0
issue29919.dir,0
issue30659.dir,0
issue30862.dir,0
issue30907.dir,0
issue30908.dir,0
issue31252.dir,0
issue31636.dir,0
issue31637.dir,0
issue31959.dir,0
issue32595.dir,0
issue32778.dir,0
issue32901.dir,0
issue32922.dir,0
issue33013.dir,0
issue33020.dir,0
issue33158.dir,0
issue33219.dir,0
issue3552.dir,0
issue4252.dir,0
issue4326.dir,0
issue4370.dir,0
issue4510.dir,0
issue4590.dir,0
issue4879.dir,0
issue4932.dir,0
issue4964.dir,0
issue5105.dir,0
issue5125.dir,0
issue5259.dir,0
issue5260.dir,0
issue5291.dir,0
issue5470.dir,0
issue5614.dir,0
issue5755.dir,0
issue5910.dir,0
issue5957.dir,0
issue6295.dir,0
issue6513.dir,0
issue6789.dir,0
issue7023.dir,0
issue7648.dir,0
issue7995b.dir,0
issue8060.dir,0
issue8280.dir,0
issue9355.dir,0
issue9537.dir,0
issue9608.dir,0
p1,0
p2,0
ssa,0
ssa,0
embed1.dir,0
private.dir,0
recursive1.dir,0
GfxCPLBatchFiles,0
bin,40960
include,49152
lib,65536
libexec,0
mingw32,0
msys,0
share,8192
var,0
ddk,12288
gdiplus,8192
GL,0
libltdl,0
parts,0
sys,4096
gcc,0
gettext,0
mingw32,0
8.2.0,8192
adainclude,262144
adalib,131072
debug,0
finclude,4096
include,28672
include-fixed,0
c++,16384
objc,4096
ssp,0
backward,4096
bits,40960
debug,8192
decimal,0
experimental,8192
ext,12288
mingw32,0
parallel,12288
profile,4096
tr1,16384
tr2,4096
bits,4096
pb_ds,4096
detail,8192
binary_heap_,4096
binomial_heap_,4096
binomial_heap_base_,4096
bin_search_tree_,4096
branch_policy,4096
cc_hash_table_map_,8192
eq_fn,0
gp_hash_table_map_,8192
hash_fn,4096
left_child_next_sibling_heap_,4096
list_update_map_,4096
list_update_policy,0
ov_tree_map_,4096
pairing_heap_,4096
pat_trie_,4096
rb_tree_map_,4096
rc_binomial_heap_,4096
resize_policy,4096
splay_tree_,4096
thin_heap_,4096
tree_policy,4096
trie_policy,4096
unordered_iterator,4096
bits,8192
ext,0
impl,4096
gcc,0
mingw-get,4096
mingw32,0
8.2.0,4096
install-tools,4096
bin,4096
lib,0
ldscripts,4096
1.0,4096
bin,65536
etc,4096
include,0
lib,0
postinstall,0
sbin,0
share,4096
var,0
ssh,0
openssl,0
perl5,0
engines-1.0.0,4096
5.8,40960
site_perl,0
vendor_perl,0
Attribute,0
auto,0
B,4096
Carp,0
CGI,4096
Class,0
CPAN,4096
DBM_Filter,0
Devel,0
Digest,0
Encode,4096
Exporter,0
ExtUtils,8192
File,4096
Filter,0
Getopt,0
Hash,0
I18N,0
IO,0
IPC,0
List,0
Locale,4096
Math,4096
Memoize,4096
msys,8192
Net,4096
PerlIO,0
Pod,4096
pods,49152
Scalar,0
Search,0
Term,0
Test,4096
Text,4096
Thread,0
Tie,4096
Time,0
Unicode,0
unicore,8192
User,0
warnings,0
POSIX,0
SigAction,0
eg,8192
CN,0
JP,0
KR,0
MIME,0
Unicode,0
Header,0
Command,0
Constant,0
Liblist,0
MakeMaker,0
Spec,4096
LangTags,0
Socket,0
Maketext,0
BigFloat,0
BigInt,0
auto,4096
B,4096
CORE,12288
Data,0
Devel,0
Digest,0
Encode,4096
File,0
Filter,0
IO,4096
MIME,0
PerlIO,0
Sys,0
threads,0
Time,0
Unicode,0
XS,0
attrs,0
B,0
ByteLoader,4096
Cwd,0
Data,0
Devel,0
Digest,0
DynaLoader,4096
Encode,4096
Fcntl,0
File,0
Filter,0
GDBM_File,4096
IO,0
List,0
MIME,0
NDBM_File,4096
ODBM_File,4096
Opcode,0
PerlIO,0
POSIX,40960
re,0
sdbm,0
SDBM_File,4096
Socket,0
Storable,4096
Sys,0
threads,0
Time,0
Unicode,0
Win32CORE,0
XS,0
C,0
Dumper,0
DProf,0
Peek,0
PPPort,0
MD5,0
Byte,0
CN,0
EBCDIC,0
JP,0
KR,0
Symbol,0
TW,0
Unicode,0
Glob,0
Util,0
Call,0
Util,0
Base64,0
encoding,0
scalar,0
via,0
Hostname,0
Syslog,0
shared,0
HiRes,0
Normalize,4096
APItest,0
Typemap,0
Util,0
FTP,0
via,0
Perldoc,4096
Text,0
Builder,0
Harness,0
Tester,0
Collate,0
lib,4096
To,0
bc,4096
ccc,4096
dt,4096
ea,0
gc_sc,81920
hst,0
jt,0
lb,4096
nt,0
5.8,0
5.8,4096
Archive,0
auto,0
Bundle,0
Compress,0
Config,0
CPAN,4096
Devel,0
ExtUtils,4096
File,4096
HTML,0
HTTP,4096
IO,4096
IPC,0
LWP,4096
Module,0
msys,4096
Net,0
PAR,0
Pod,4096
Probe,0
Regexp,0
Term,0
Test,0
URI,8192
WWW,0
XML,0
YAML,4096
Tar,0
Zip,4096
Compress,0
Tee,0
Zlib,0
Kwalify,0
Reporter,0
Symdump,0
CBuilder,0
Platform,4096
Copy,0
HomeDir,0
Cookies,0
Headers,0
Request,0
Compress,4096
Uncompress,4096
Adapter,0
Base,0
Gzip,0
Zip,0
Zlib,0
Adapter,0
Run3,4096
Authen,0
Protocol,4096
Build,4096
ScanDeps,0
Platform,4096
auto,4096
B,0
Compress,0
Digest,0
HTML,4096
Math,0
Term,0
version,0
Win32API,0
XML,0
Alias,0
Archive,0
B,0
Compress,0
Config,0
CPAN,0
Devel,0
Digest,0
ExtUtils,0
File,0
HTML,0
IO,0
IPC,0
LWP,0
Math,0
MD5,0
Module,0
Net,0
PadWalker,4096
PAR,0
Pod,0
Probe,0
Regexp,0
Tee,0
Term,0
Test,0
URI,0
version,0
Win32API,0
XML,0
YAML,0
Tar,0
Zip,0
Generate,0
Bzip2,4096
Raw,0
Zlib,0
